LocationId;ProductId;ValidationDateTime;CalculatedProbability
63;288606;2023-07-25 14:57:04.000;0.8305234919856068
63;288606;2023-08-03 14:58:53.000;0.6927322242022921
63;288783;2023-07-24 14:57:11.000;0.3364738366134833
63;288783;2023-08-03 14:57:39.000;0.6811025184458648
63;289136;2023-07-24 14:57:09.000;0.22931674383756082
63;289579;2023-07-24 14:57:09.000;0.2869889747842482
63;289579;2023-07-26 14:57:03.000;0.7363665157286542
63;289579;2023-08-01 14:57:07.000;0.5985083478004155
63;289599;2023-07-25 14:57:04.000;0.9287889795762783
63;289599;2023-08-03 14:57:54.000;0.8128913324800829
63;289912;2023-07-25 14:57:08.000;0.7351687727388486
63;290222;2023-08-03 14:59:27.000;0.7226911600766821
63;290368;2023-07-23 14:57:08.000;0.5699937299333674
63;290659;2023-07-25 14:57:06.000;0.5093188785387396
63;291022;2023-07-23 14:57:10.000;0.6904936525804964
63;291022;2023-07-26 14:57:03.000;0.7381010872417467
63;291022;2023-07-29 14:57:08.000;0.6185320729108993
63;291022;2023-08-01 14:58:17.000;0.5928200600486304
63;291022;2023-08-03 14:58:47.000;0.7181572637170645
63;291023;2023-07-29 14:57:09.000;0.4376460569259597
63;291023;2023-08-04 14:58:18.000;0.4696341165614841
63;291824;2023-07-22 14:57:46.000;0.677069321557791
63;291824;2023-07-24 14:57:09.000;0.49636240604885545
63;291824;2023-08-01 14:57:45.000;0.7110586650955898
63;292487;2023-07-22 14:57:43.000;0.4572233011422272
63;292487;2023-07-29 14:57:10.000;0.7718818493431797
63;292487;2023-08-04 14:58:33.000;0.5009633473935622
63;292488;2023-07-23 14:57:09.000;0.4882582914002139
63;292488;2023-07-25 14:57:05.000;0.5736052583968291
63;292489;2023-07-22 14:57:43.000;0.548908410305323
63;293910;2023-07-22 14:57:45.000;0.24218169025186204
63;293910;2023-08-02 14:57:51.000;0.6985791924206791
63;294707;2023-07-25 14:57:08.000;0.7160854617676382
63;295155;2023-07-25 14:57:05.000;0.5048962879189854
63;295155;2023-08-02 14:58:06.000;0.7095180051888996
63;300598;2023-08-02 14:58:42.000;0.853527598770325
63;303474;2023-07-24 14:57:12.000;0.5306975075356652
63;303474;2023-08-02 14:58:46.000;0.7147338220926773
63;305051;2023-07-23 14:57:09.000;0.5009933826479055
63;305949;2023-07-29 14:57:10.000;0.4576513643898456
63;305949;2023-08-02 14:57:24.000;0.6630174099526979
63;306498;2023-07-23 14:57:08.000;0.37319953855972826
63;306498;2023-08-03 14:58:54.000;0.7435634018145985
63;309093;2023-07-24 14:57:09.000;0.3207038603090933
63;309093;2023-07-29 14:57:09.000;0.34979980631297075
63;309214;2023-08-04 14:57:37.000;0.6068884709628543
63;309455;2023-07-24 14:57:08.000;0.35984214407537535
63;309455;2023-07-29 14:57:08.000;0.34474803272183807
63;309455;2023-08-01 14:57:06.000;0.5632019960686411
63;310890;2023-07-27 14:57:08.000;0.6614381185647535
63;314756;2023-07-22 14:57:44.000;0.3482350944605483
63;321040;2023-07-26 14:57:06.000;0.767678435040751
63;324607;2023-07-25 14:57:08.000;0.9105678611634617
63;324927;2023-07-27 14:57:09.000;0.6809046213729004
63;324927;2023-07-29 14:57:10.000;0.306965380960195
63;324927;2023-08-01 14:57:14.000;0.479985943490417
63;324934;2023-07-23 14:57:11.000;0.2811751501448271
63;325119;2023-07-23 14:57:08.000;0.27719322923372053
63;325347;2023-07-24 14:57:11.000;0.7410407202287796
63;325347;2023-07-30 14:57:09.000;0.4363339825459964
63;325347;2023-08-03 14:59:31.000;0.7417024655241979
63;325355;2023-07-27 14:57:11.000;0.6614655261365556
63;325355;2023-07-30 14:57:09.000;0.33968483343695505
63;325860;2023-07-27 14:57:12.000;0.7933197472613868
63;325860;2023-07-30 14:57:08.000;0.4698940907879352
63;325860;2023-08-04 14:58:25.000;0.5579855785407785
63;327389;2023-07-26 14:57:04.000;0.8060766697218731
63;327389;2023-08-02 14:58:17.000;0.8883656828864799
63;330290;2023-07-25 14:57:07.000;0.5232331850437933
63;330290;2023-07-29 14:57:10.000;0.5059436013537667
63;337234;2023-07-23 14:57:10.000;0.2594819743525282
63;337612;2023-07-22 14:57:43.000;0.7710084749283453
63;337612;2023-07-25 14:57:06.000;0.795812839777223
63;337612;2023-07-27 14:57:08.000;0.7195926821708029
63;337612;2023-07-29 14:57:08.000;0.38609272143714024
63;337612;2023-08-02 14:57:41.000;0.7562698591277622
63;339486;2023-07-22 14:57:45.000;0.7415882078467793
63;339486;2023-07-26 14:57:04.000;0.8830696759578889
63;341568;2023-07-23 14:57:08.000;0.5997438110919278
63;341568;2023-07-26 14:57:06.000;0.8642553915463574
63;341721;2023-07-23 14:57:10.000;0.5453594340727563
63;344614;2023-07-30 14:57:09.000;0.5985267902692495
63;344614;2023-08-01 14:57:58.000;0.8595952180578705
63;344614;2023-08-04 14:57:54.000;0.742073675166257
63;353367;2023-07-23 14:57:09.000;0.5397924205765687
63;355387;2023-07-25 14:57:06.000;0.6326261810133634
63;355387;2023-07-27 14:57:05.000;0.81012261423748
63;355387;2023-07-29 14:57:08.000;0.47395446250530704
63;355389;2023-07-26 14:57:09.000;0.8297238169993816
63;355704;2023-07-30 14:57:08.000;0.26866548845588556
63;356920;2023-07-22 14:57:45.000;0.4352123379862075
63;356920;2023-07-29 14:57:09.000;0.40245033989722734
63;356920;2023-08-03 14:57:59.000;0.8339389163082456
63;360538;2023-08-03 14:57:20.000;0.9051850554145237
63;362666;2023-07-23 14:57:08.000;0.5548328509216753
63;362666;2023-07-27 14:57:08.000;0.7340903749235457
63;370212;2023-07-26 14:57:06.000;0.7489258077332375
63;370212;2023-07-29 14:57:09.000;0.380151725057035
63;371227;2023-08-04 14:58:30.000;0.5838305310003378
63;371497;2023-07-25 14:57:05.000;0.6400770383450235
63;371497;2023-08-03 14:58:29.000;0.6782275937093416
63;375354;2023-07-24 14:57:09.000;0.6255579840009619
63;375354;2023-08-02 14:57:30.000;0.8268228336577735
63;377504;2023-08-03 14:59:13.000;0.7337454647419028
63;387318;2023-07-24 14:57:09.000;0.3894704042625009
63;387318;2023-07-27 14:57:09.000;0.8551394567457107
63;387318;2023-07-29 14:57:08.000;0.6356252980788428
63;387318;2023-08-03 14:57:41.000;0.8997279125215333
63;391283;2023-07-25 14:57:07.000;0.6225795151711284
63;391446;2023-07-23 14:57:07.000;0.5871234699450942
63;391446;2023-08-01 14:58:22.000;0.5227002976805959
63;391906;2023-07-30 14:57:09.000;0.4124509883634915
63;392421;2023-07-27 14:57:07.000;0.8155584611674205
63;394383;2023-07-24 14:57:11.000;0.3361063874252606
63;395923;2023-08-04 14:58:23.000;0.462206590858939
63;402896;2023-08-01 14:57:48.000;0.5656859474165866
63;405673;2023-07-30 14:57:10.000;0.3991462772984962
63;405673;2023-08-02 14:58:58.000;0.7465571915278515
63;407796;2023-08-01 14:57:42.000;0.6409418910294619
63;408286;2023-07-24 14:57:10.000;0.32467798206179366
63;408286;2023-07-29 14:57:09.000;0.31471853765799757
63;408333;2023-07-23 14:57:07.000;0.3388855351835465
63;409482;2023-07-27 14:57:06.000;0.6124768232618991
63;409482;2023-07-29 14:57:07.000;0.2203137251449033
63;411301;2023-07-22 14:57:44.000;0.3285589992318324
63;411301;2023-07-24 14:57:10.000;0.3499028380167205
63;420635;2023-08-03 14:57:31.000;0.6855867054577119
63;420851;2023-07-27 14:57:11.000;0.718038938996994
63;420889;2023-07-23 14:57:09.000;0.3351012416896918
63;420889;2023-07-29 14:57:07.000;0.3268752249939505
